A 313 200 000 UI POUR CENT, POMMADE
PERMIXON 160 MG, GÉLULE
PERMIXON 160 MG, GÉLULE
PERMIXON 160 MG, GÉLULE
PERMIXON 160 MG, GÉLULE
PERMIXON 160 MG, GÉLULE
PERMIXON 160 MG, GÉLULE
PERMIXON 160 MG, GÉLULE
PERMIXON 160 MG, GÉLULE
PERMIXON 160 MG, GÉLULE
PERMIXON 160 MG, GÉLULE
PERMIXON 160 MG, GÉLULE
PERMIXON 160 MG, GÉLULE
PERMIXON 160 MG, GÉLULE
PERNAZENE 0,05 POUR CENT, SOLUTION POUR PULVÉRISATION NASALE
PERSANTINE 10 MG/2 ML, SOLUTION INJECTABLE, AMPOULE
PERSANTINE 75 MG, COMPRIMÉ ENROBÉ
PERTUDORON, SOLUTION BUVABLE EN GOUTTES
PERUBORE INHALATION, CAPSULE POUR INHALATION PAR VAPEUR
PETASITES OFFICINALIS BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 3CH ET 30CH OU ENTRE 6DH ET 60DH
PETROLEUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
PETROLEUM LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
PETROSELINUM SATIVUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PEVARYL 1 %, CRÈME
PEVARYL 1 %, ÉMULSION FLUIDE POUR APPLICATION LOCALE
PEVARYL 1 POUR CENT, SOLUTION POUR APPLICATION LOCALE EN FLACON PULVÉRISATEUR
PEVARYL 1%, POUDRE POUR APPLICATION CUTANÉE EN FLACON POUDREUR
PEVISONE, CRÈME
PHAPAX, SOLUTION BUVABLE EN GOUTTES
PHARMATEX 1,2 %, CRÈME VAGINALE
PHARMATEX 18,9 MG, CAPSULE MOLLE VAGINALE
PHARMATEX 18,9 MG, MINI-OVULE
PHARMATEX 18,9 MG, OVULE
PHASEOLUS VULGARIS BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PHEBURANE 483 MG/G, GRANULES
PHELLANDRIUM AQUATICUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PHELLANDRIUM AQUATICUM LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PHENERGAN 0,1 POUR CENT, SIROP
PHENERGAN 2 %, CRÈME
PHENERGAN 2,5 POUR CENT, SOLUTION INJECTABLE
PHENERGAN 25 MG, COMPRIMÉ ENROBÉ
PHENOBARBITAL RICHARD 100 MG, COMPRIMÉ SÉCABLE
PHENYLEPHRINE AGUETTANT 100 MICROGRAMMES/ML, SOLUTION INJECTABLE/POUR PERFUSION
PHENYLEPHRINE AGUETTANT, 50 MICROGRAMMES/ML, SOLUTION INJECTABLE
PHENYLEPHRINE AGUETTANT, 50 MICROGRAMMES/ML, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
PHENYLEPHRINE MEDAC 0,05 MG/ML, SOLUTION INJECTABLE
PHENYLEPHRINE MEDAC 0,1 MG/ML, SOLUTION INJECTABLE
PHENYLEPHRINE RENAUDIN 100 MICROGRAMMES/ML, SOLUTION INJECTABLE
PHENYLEPHRINE RENAUDIN 50 MICROGRAMMES/ML, SOLUTION INJECTABLE
PHESGO 1200 MG/600 MG, SOLUTION INJECTABLE
PHESGO 600 MG/600 MG, SOLUTION INJECTABLE
PHIZOE 0,02 MG/3 MG, COMPRIMÉ PELLICULÉ
PHLEBOCREME, CRÈME RECTALE
PHLEBOSUP, SUPPOSITOIRES
PHLOROGLUCINOL ARROW 80 MG, COMPRIMÉ ORODISPERSIBLE
PHLOROGLUCINOL BGR 80 MG, COMPRIMÉ ORODISPERSIBLE
PHLOROGLUCINOL BIOGARAN 160 MG, COMPRIMÉ ORODISPERSIBLE
PHLOROGLUCINOL BIOGARAN 80 MG, COMPRIMÉ ORODISPERSIBLE
PHLOROGLUCINOL BIOGARAN CONSEIL 80 MG, COMPRIMÉ ORODISPERSIBLE
PHLOROGLUCINOL CRISTERS 80 MG, COMPRIMÉ ORODISPERSIBLE
PHLOROGLUCINOL EG 80 MG, COMPRIMÉ ORODISPERSIBLE
PHLOROGLUCINOL TEVA 80 MG, COMPRIMÉ ORODISPERSIBLE
PHLOROGLUCINOL VIATRIS 160 MG, COMPRIMÉ ORODISPERSIBLE
PHLOROGLUCINOL VIATRIS 80 MG, COMPRIMÉ ORODISPERSIBLE
PHLOROGLUCINOL ZENTIVA 80 MG, COMPRIMÉ ORODISPERSIBLE
PHLOROGLUCINOL/TRIMETHYLPHLOROGLUCINOL ARROW 40 MG/0,04 MG PAR 4 ML, SOLUTION INJECTABLE
PHOCYTAN 0,33 MMOL/ML, SOLUTION À DILUER POUR PERFUSION
PHOCYTAN 0,66 MMOL/ML, SOLUTION À DILUER POUR PERFUSION
PHOLCODINE BIOGARAN 6,55 MG/5 ML, SIROP
PHOLCONES BISMUTH ADULTES, SUPPOSITOIRE
PHOSPHALUGEL, SUSPENSION BUVABLE EN FLACON
PHOSPHALUGEL, SUSPENSION BUVABLE EN SACHET DOSE
PHOSPHATE DIPOTASSIQUE RENAUDIN 174,20 MG/ML, SOLUTION POUR PERFUSION
PHOSPHATE MONOPOTASSIQUE RENAUDIN 136,10 MG/ML, SOLUTION POUR PERFUSION
PHOSPHONEUROS, SOLUTION BUVABLE EN GOUTTES
PHOSPHORE OLIGOSOL, SOLUTION BUVABLE EN AMPOULE
PHOSPHORICUM ACIDUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PHOSPHORICUM ACIDUM LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PHOSPHORICUM ACIDUM WELEDA, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PHOSPHORUS BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 5CH À 30CH ET 10DH À 60DH
PHOSPHORUS LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 5CH ET 30CH OU ENTRE 9DH ET 60DH
PHOSPHORUS WELEDA, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
PHOSPHOSORB 660 MG, COMPRIMÉ PELLICULÉ
PHOXILIUM 1,2 MMOL/L PHOSPHATE, SOLUTION POUR HÉMODIALYSE ET HÉMOFILTRATION
PHYSALIS ALKEKENGI BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PHYSIOGINE 0,1 POUR CENT, CRÈME VAGINALE
PHYSIOGINE 0,5 MG, OVULE
PHYSIOGINE 1 MG, COMPRIMÉ SÉCABLE
PHYSIOMYCINE, GÉLULE
PHYSIONEAL 35 GLUCOSE 1,36 % CLEARFLEX, SOLUTION POUR DIALYSE PÉRITONÉALE
PHYSIONEAL 35 GLUCOSE 1,36 %, SOLUTION POUR DIALYSE PÉRITONÉALE
PHYSIONEAL 35 GLUCOSE 2,27 % CLEARFLEX, SOLUTION POUR DIALYSE PÉRITONÉALE
PHYSIONEAL 35 GLUCOSE 2,27 %, SOLUTION POUR DIALYSE PÉRITONÉALE
PHYSIONEAL 35 GLUCOSE 3,86 % CLEARFLEX, SOLUTION POUR DIALYSE PÉRITONÉALE
PHYSIONEAL 35 GLUCOSE 3,86 %, SOLUTION POUR DIALYSE PÉRITONÉALE
PHYSIONEAL 40 GLUCOSE 1,36 % CLEARFLEX, SOLUTION POUR DIALYSE PÉRITONÉALE
PHYSIONEAL 40 GLUCOSE 1,36 %, SOLUTION POUR DIALYSE PÉRITONÉALE
PHYSIONEAL 40 GLUCOSE 2,27 % CLEARFLEX, SOLUTION POUR DIALYSE PÉRITONÉALE
PHYSIONEAL 40 GLUCOSE 2,27 %, SOLUTION POUR DIALYSE PÉRITONÉALE
PHYSIONEAL 40 GLUCOSE 3,86 % CLEARFLEX, SOLUTION POUR DIALYSE PÉRITONÉALE
PHYSIONEAL 40 GLUCOSE 3,86 %, SOLUTION POUR DIALYSE PÉRITONÉALE
PHYSIOTENS 0,2 MG, COMPRIMÉ PELLICULÉ
PHYSIOTENS 0,4 MG, COMPRIMÉ PELLICULÉ
PHYSOSTIGMA VENENOSUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 3CH ET 30CH OU ENTRE 6DH ET 60DH
PHYTACIS. TROUSSE POUR LA PRÉPARATION DE LA SOLUTION INJECTABLE DE PHYTATE DE TECHNÉTIUM [99M TC]
PHYTOLACCA DECANDRA BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 7DH ET 60DH
PHYTOLACCA DECANDRA LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 7DH ET 60DH
PHYTOLACCA DECANDRA RADIX WELEDA, DEGRÉ DE DILUTION COMPRIS ENTRE 3CH ET 30CH OU ENTRE 5DH ET 60DH
PHYTOMELIS, SOLUTION BUVABLE EN FLACON
PHYTOTUX, SIROP
PIASCLEDINE 300 MG, GÉLULE
PIASCLEDINE 300 MG, GÉLULE
PIASCLEDINE 300 MG, GÉLULE
PICATO 150 MICROGRAMMES/GRAMME, GEL
PICATO 500 MICROGRAMMES/GRAMME, GEL
PICOPREP, POUDRE POUR SOLUTION BUVABLE
PICRICUM ACIDUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
PICRICUM ACIDUM LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
PIFELTRO 100 MG, COMPRIMÉ PELLICULÉ
PILOCARPINE 1 POUR CENT FAURE, COLLYRE EN SOLUTION EN RÉCIPIENT UNIDOSE
PILOCARPINE 2 POUR CENT FAURE, COLLYRE EN SOLUTION EN RÉCIPIENT UNIDOSE
PIMPINELLA ANISUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PINAVERIUM ARROW 100 MG, COMPRIMÉ PELLICULÉ
PINAVERIUM BIOGARAN 100 MG, COMPRIMÉ PELLICULÉ
PINAVERIUM EG 100 MG, COMPRIMÉ PELLICULÉ
PINAVERIUM SANDOZ 100 MG, COMPRIMÉ PELLICULÉ
PINAVERIUM TEVA SANTE 100 MG, COMPRIMÉ PELLICULÉ
PINAVERIUM VIATRIS 100 MG, COMPRIMÉ PELLICULÉ
PINUS MONTANA MACÉRAT GLYCÉRINÉ BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4DH ET 6DH
PINUS SYLVESTRIS BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PIPER METHYSTICUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 5CH ET 30CH OU ENTRE 10DH ET 60DH
PIPERACILLINE PANPHARMA 1 G, POUDRE POUR SOLUTION INJECTABLE (I.M., I.V.)
PIPERACILLINE PANPHARMA 2 G, POUDRE POUR SOLUTION INJECTABLE (I.M., I.V.)
PIPERACILLINE PANPHARMA 4 G, POUDRE POUR SOLUTION INJECTABLE (I.M., I.V.)
PIPERACILLINE TAZOBACTAM GERDA 4 G/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE TAZOBACTAM VIATRIS 2 G/0,25 G, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE TAZOBACTAM VIATRIS 4 G/0,5 G, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE/TAZOBACTAM ARROW 2 G/250 MG, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE/TAZOBACTAM ARROW 4 G/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE/TAZOBACTAM EG 4 G/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE/TAZOBACTAM KABI 2 G/250 MG, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE/TAZOBACTAM KABI 4 G/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE/TAZOBACTAM KALCEKS 2 G/0,25 G, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE/TAZOBACTAM KALCEKS 4 G/0,5 G, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE/TAZOBACTAM PANPHARMA 2 G/250 MG, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE/TAZOBACTAM PANPHARMA 4 G/500 MG, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE/TAZOBACTAM SANDOZ 2 G/0,25 G, POUDRE POUR SOLUTION POUR PERFUSION
PIPERACILLINE/TAZOBACTAM SANDOZ 4 G/0,5 G, POUDRE POUR SOLUTION POUR PERFUSION
PIPORTIL 10 MG, COMPRIMÉ PELLICULÉ SÉCABLE
PIPORTIL 4 POUR CENT, SOLUTION BUVABLE
PIPORTIL L4 100 MG/4 ML, SOLUTION INJECTABLE IM EN AMPOULE
PIPORTIL L4 25 MG/ML, SOLUTION INJECTABLE EN AMPOULE (I.M.)
PIQRAY 150 MG, COMPRIMÉ PELLICULÉ
PIQRAY 200 MG, COMPRIMÉ PELLICULÉ
PIQRAY 50 MG ET 200 MG, COMPRIMÉ PELLICULÉ
PIRACETAM ARROW 20 %, SOLUTION BUVABLE
PIRACETAM ARROW 800 MG, COMPRIMÉ PELLICULÉ
PIRACETAM BIOGARAN 400 MG, COMPRIMÉ PELLICULÉ
PIRACETAM BIOGARAN 800 MG, COMPRIMÉ PELLICULÉ SÉCABLE
PIRACETAM EG 800 MG, COMPRIMÉ PELLICULÉ SÉCABLE
PIRACETAM MYLAN 800 MG, COMPRIMÉ PELLICULÉ
PIRACETAM TEVA 800 MG, COMPRIMÉ PELLICULÉ SÉCABLE
PIRFENIDONE BIOGARAN 267 MG, COMPRIMÉ PELLICULÉ
PIRFENIDONE BIOGARAN 801 MG, COMPRIMÉ PELLICULÉ
PIRFENIDONE EG 267 MG, COMPRIMÉ PELLICULÉ
PIRFENIDONE EG 801 MG, COMPRIMÉ PELLICULÉ
PIRFENIDONE SANDOZ 267 MG, COMPRIMÉ PELLICULÉ
PIRFENIDONE SANDOZ 801 MG, COMPRIMÉ PELLICULÉ
PIRFENIDONE TEVA 267 MG, COMPRIMÉ PELLICULÉ
PIRFENIDONE TEVA 801 MG, COMPRIMÉ PELLICULÉ
PIRFENIDONE ZENTIVA 267 MG, COMPRIMÉ PELLICULÉ
PIRFENIDONE ZENTIVA 801 MG, COMPRIMÉ PELLICULÉ
PIRFÉNIDONE VIATRIS 267 MG, COMPRIMÉ PELLICULÉ
PIRFÉNIDONE VIATRIS 801 MG, COMPRIMÉ PELLICULÉ
PIRILENE 500 MG, COMPRIMÉ
PIROXICAM BIOGARAN 10 MG, GÉLULE
PIROXICAM BIOGARAN 20 MG, GÉLULE
PIROXICAM EG 20 MG, GÉLULE
PIROXICAM PFIZER 20 MG/1 ML, SOLUTION INJECTABLE EN AMPOULE (IM)
PIROXICAM TEVA 20 MG, GÉLULE
PIROXICAM TEVA 20 MG/1 ML, SOLUTION INJECTABLE (IM)
PIROXICAM VIATRIS 20 MG, COMPRIMÉ DISPERSIBLE SÉCABLE
PIROXICAM VIATRIS 20 MG, GÉLULE
PIVALONE 1 POUR CENT, SUSPENSION NASALE
PIX LIQUIDA BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
PIX LIQUIDA LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 7DH ET 60DH
PIXCYCLIC 1,0 MMOL/ML, SOLUTION INJECTABLE
PIXUVRI 29 MG, POUDRE POUR SOLUTION À DILUER POUR PERFUSION
PLACENTINE BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
PLACYNOX 50% / 50%, GAZ MÉDICINAL COMPRIMÉ
PLANTAGO MAJOR BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PLANTAGO MAJOR LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PLAQUENIL 200 MG, COMPRIMÉ PELLICULÉ
PLASMALYTE VIAFLO, SOLUTION POUR PERFUSION
PLASMION, SOLUTION POUR PERFUSION
PLATANUS BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PLATINA BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
PLATINA LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 3CH ET 30CH OU ENTRE 5DH ET 60DH
PLAVIX 300 MG, COMPRIMÉ PELLICULÉ
PLAVIX 75 MG, COMPRIMÉ PELLICULÉ
PLEGISOL, SOLUTION CARDIOPLÉGIQUE POUR VOIE INTRACORONAIRE EN POCHE
PLEGRIDY 125 MICROGRAMMES, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
PLEGRIDY 125 MICROGRAMMES, SOLUTION INJECTABLE EN STYLO PRÉREMPLI
PLEGRIDY 63 MICROGRAMMES + 94 MICROGRAMMES, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE
PLEGRIDY 63 MICROGRAMMES + 94 MICROGRAMMES, SOLUTION INJECTABLE EN STYLO PRÉREMPLI
PLEXUS SOLAIRE BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
PLITICAN, COMPRIMÉ
PLITICAN, SOLUTION INJECTABLE
PLUMBUM IODATUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
PLUMBUM MELLITUM WELEDA, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 7DH ET 60DH
PLUMBUM METALLICUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
PLUMBUM METALLICUM LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 7DH ET 60DH
PLUMBUM METALLICUM WELEDA, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 7DH ET 60DH
PLUREXID 1,5 POUR CENT, SOLUTION POUR APPLICATION CUTANÉE
PLUVICTO 1 000 MBQ/ML, SOLUTION INJECTABLE/POUR PERFUSION
PNEUMOREL 0,2 POUR CENT, SIROP
PNEUMOREL 80 MG, COMPRIMÉ ENROBÉ
PNEUMOVAX, SOLUTION INJECTABLE EN SERINGUE PRÉREMPLIE. VACCIN PNEUMOCOCCIQUE POLYOSIDIQUE
PODOPHYLLINUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 3CH ET 30CH OU ENTRE 6DH ET 60DH
PODOPHYLLUM PELTATUM BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PODOPHYLLUM PELTATUM LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
PODOPHYLLUM PELTATUM WELEDA, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
POLARAMINE 2 MG, COMPRIMÉ SÉCABLE
POLARAMINE 5 MG/1 ML, SOLUTION INJECTABLE
POLERY ADULTES SANS SUCRE, SIROP ÉDULCORÉ À LA SACCHARINE SODIQUE ET AU CYCLAMATE DE SODIUM
POLERY ADULTES, SIROP
POLERY ENFANTS, SIROP
POLLENS BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 3CH ET 30CH OU ENTRE 6DH ET 60DH
POLY-KARAYA, GRANULÉ
POLYDEXA, SOLUTION AURICULAIRE, GOUTTES
POLYGONUM AVICULARE BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 7DH ET 60DH
POLYGYNAX VIRGO, CAPSULE VAGINALE
POLYGYNAX, CAPSULE VAGINALE
POLYIONIQUE B 27 FRESENIUS, SOLUTION POUR PERFUSION
POLYIONIQUE FORMULE 1A G5 BAXTER, SOLUTION POUR PERFUSION
POLYIONIQUE FORMULE 2A G10 BAXTER, SOLUTION POUR PERFUSION
POLYIONIQUE G 10 AGUETTANT, SOLUTION POUR PERFUSION
POLYIONIQUE G 5 AGUETTANT, SOLUTION POUR PERFUSION
POLYSILANE DELALANDE, COMPRIMÉ À CROQUER OU À SUCER
POLYSILANE UPSA, GEL ORAL EN SACHET-DOSE
POLYSILANE UPSA, GEL ORAL EN TUBE
POLYSTYRENE SULFONATE DE SODIUM ZENTIVA 400 G, POUDRE POUR SUSPENSION ORALE ET RECTALE
POMMADE ARNICA TM 4% BOIRON, POMMADE
POMMADE AU CALENDULA LHF, POMMADE
POMMADE M.O. COCHON 50 %, POMMADE
PONAXEM 1 G, POUDRE POUR SOLUTION INJECTABLE OU POUR PERFUSION
PONAXEM 500 MG, POUDRE POUR SOLUTION INJECTABLE OU POUR PERFUSION
PONSTYL 250 MG, GÉLULE
PONVORY 2 MG + 3 MG + 4 MG + 5 MG + 6 MG + 7 MG + 8 MG + 9 MG + 10 MG, COMPRIMÉ PELLICULÉ
PONVORY 20 MG, COMPRIMÉ PELLICULÉ
POPULUS CANDICANS BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
POPULUS TREMULA BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 2CH ET 30CH OU ENTRE 4DH ET 60DH
POSACONAZOLE ACCORD 100 MG, COMPRIMÉ GASTRO-RÉSISTANT
POSACONAZOLE AHCL 40 MG/ML, SUSPENSION BUVABLE
POSACONAZOLE EG 100 MG, COMPRIMÉ GASTRO-RÉSISTANT
POSACONAZOLE FRESENIUS KABI 100 MG, COMPRIMÉ GASTRO-RÉSISTANT
POSACONAZOLE STRAGEN 40 MG/ML, SUSPENSION BUVABLE
POSACONAZOLE VIATRIS 100 MG, COMPRIMÉ GASTRO-RÉSISTANT
POSACONAZOLE VIATRIS 40 MG/ML, SUSPENSION BUVABLE
POSACONAZOLE ZENTIVA 100 MG, COMPRIMÉ GASTRO-RÉSISTANT
POTASSIUM H2 PHARMA 25 MG/ML, SIROP
POTASSIUM LIBERTY PHARMA 3 %, SIROP
POTASSIUM LIBERTY PHARMA 440 MG/ 15 ML, SIROP EN SACHET-DOSE
POTASSIUM OLIGOSOL, SOLUTION BUVABLE EN AMPOULE
POTELIGEO 4 MG/ML, SOLUTION À DILUER POUR PERFUSION
POTHOS FOETIDUS BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 7DH ET 60DH
POUMON HISTAMINE BOIRON, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
POUMON HISTAMINE LEHNING, DEGRÉ DE DILUTION COMPRIS ENTRE 4CH ET 30CH OU ENTRE 8DH ET 60DH
POVIDONE IODEE CHAUVIN 5 %, COLLYRE EN SOLUTION EN RÉCIPIENT UNIDOSE
POVIDONE IODEE TEVA 10 %, SOLUTION POUR APPLICATION CUTANÉE
PRADAXA 110 MG, GRANULÉS ENROBÉS
PRADAXA 110 MG, GÉLULE
PRADAXA 150 MG, GRANULÉS ENROBÉS
PRADAXA 150 MG, GÉLULE
PRADAXA 20 MG, GRANULÉS ENROBÉS
PRADAXA 30 MG, GRANULÉS ENROBÉS
PRADAXA 40 MG, GRANULÉS ENROBÉS
PRADAXA 50 MG, GRANULÉS ENROBÉS
PRADAXA 75 MG, GÉLULE
PRALUENT 150 MG, SOLUTION INJECTABLE EN STYLO PRÉREMPLI
PRALUENT 300 MG, SOLUTION INJECTABLE EN STYLO PRÉ-REMPLI
PRALUENT 75 MG, SOLUTION INJECTABLE EN STYLO PRÉREMPLI
PRAMIPEXOLE ARROW LAB 0,18 MG, COMPRIMÉ SÉCABLE
PRAMIPEXOLE ARROW LAB 0,7 MG, COMPRIMÉ SÉCABLE
PRAMIPEXOLE BIOGARAN 0,18 MG, COMPRIMÉ
PRAMIPEXOLE BIOGARAN 0,70 MG, COMPRIMÉ
PRAMIPEXOLE EG 0,18 MG, COMPRIMÉ
PRAMIPEXOLE EG 0,7 MG, COMPRIMÉ
PRAMIPEXOLE SANDOZ LP 0,26 MG, COMPRIMÉ À LIBÉRATION PROLONGÉE
PRAMIPEXOLE SANDOZ LP 0,52 MG, COMPRIMÉ À LIBÉRATION PROLONGÉE
PRAMIPEXOLE SANDOZ LP 1,05 MG, COMPRIMÉ À LIBÉRATION PROLONGÉ
PRAMIPEXOLE SANDOZ LP 2,1 MG, COMPRIMÉ À LIBÉRATION PROLONGÉE
PRAMIPEXOLE TEVA 0,18 MG, COMPRIMÉ
PRAMIPEXOLE TEVA 0,7 MG COMPRIMÉ
PRAMIPEXOLE VIATRIS 0,18 MG, COMPRIMÉ
PRAMIPEXOLE VIATRIS 0,7 MG, COMPRIMÉ
PRAMIPEXOLE ZENTIVA 0,18 MG, COMPRIMÉ SÉCABLE
PRAMIPEXOLE ZENTIVA 0,7 MG, COMPRIMÉ SÉCABLE
PRAMIPEXOLE ZENTIVA LP 0,26 MG, COMPRIMÉ À LIBÉRATION PROLONGÉ
PRAMIPEXOLE ZENTIVA LP 0,52 MG, COMPRIMÉ À LIBÉRATION PROLONGÉE
PRAMIPEXOLE ZENTIVA LP 1,05 MG, COMPRIMÉ À LIBÉRATION PROLONGÉE
PRAMIPEXOLE ZENTIVA LP 2,1 MG, COMPRIMÉ À LIBÉRATION PROLONGÉE
PRASUGREL ARROW 10 MG, COMPRIMÉ PELLICULÉ SÉCABLE
PRASUGREL BGR 10 MG, COMPRIMÉ PELLICULÉ
PRASUGREL CRISTERS 10 MG, COMPRIMÉ PELLICULÉ SÉCABLE
PRASUGREL EG 10 MG, COMPRIMÉ PELLICULÉ
PRASUGREL EG LABO 10 MG, COMPRIMÉ PELLICULÉ
PRASUGREL KRKA 10 MG, COMPRIMÉ PELLICULÉ
PRASUGREL MYLAN 10 MG, COMPRIMÉ PELLICULÉ
PRASUGREL TEVA 10 MG, COMPRIMÉ PELLICULÉ SÉCABLE
PRASUGREL ZENTIVA LAB 10 MG, COMPRIMÉ PELLICULÉ
PRAVASTATINE ACCORD 10 MG, COMPRIMÉ
PRAVASTATINE ACCORD 20 MG, COMPRIMÉ
PRAVASTATINE ACCORD 40 MG, COMPRIMÉ
PRAVASTATINE ALMUS 20 MG, COMPRIMÉ SÉCABLE
PRAVASTATINE ALMUS 40 MG, COMPRIMÉ SÉCABLE
PRAVASTATINE ALTER 20 MG, COMPRIMÉ SÉCABLE
PRAVASTATINE ALTER 40 MG, COMPRIMÉ
PRAVASTATINE ARROW 10 MG, COMPRIMÉ SÉCABLE
PRAVASTATINE ARROW 20 MG, COMPRIMÉ SÉCABLE
PRAVASTATINE ARROW 40 MG, COMPRIMÉ SÉCABLE
PRAVASTATINE BIOGARAN 10 MG, COMPRIMÉ PELLICULÉ SÉCABLE
PRAVASTATINE BIOGARAN 20 MG, COMPRIMÉ PELLICULÉ SÉCABLE
